student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json,hobbies,devices,skills.tech.python,skills.tech.excel,skills.tech.sql,skills.soft,family.siblings,family.income.father,family.income.mother,addr_city,addr_district,addr_postal
780,Elizabeth Carrillo,21,Female,89,9.98432E+11,Ayalaport,,4/28/2020 0:00,Other,69,active,4.5,excellent,164,6/19/2009 12:52,"Apartment 23, East Matthew district, Tashkent, UZ, 100465",INVALID_JSON_DATA,,,,,,,,,,Tashkent,East Matthew,100465
781,Abigail Miller,,Female,65,9.9858E+11,West Carl,,5/3/1997 0:00,Data Science,,pending,,average,276,10/6/2020 1:42,"South Jennifer 6-kv, dom 50, Tashkent","{""hobbies"": [""fine"", ""traditional""], ""skills"": {""tech"": {""python"": 5, ""excel"": 2, ""sql"": 3}, ""soft"": [""seven"", ""guess""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 547, ""mother"": 1304}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2022}]}","['fine', 'traditional']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2019}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]",5,2,3,"['seven', 'guess']",0,547,1304,Tashkent,,
782,Erika Thompson,,Male,72,9.98486E+11,New Donborough,,3/14/1976 0:00,Other,110,pending,4.5,average,238,6/23/1988 0:00,"BROKEN,ADDRESS,DATA,,,","{hobbies:['able', 'toward']}",,,,,,,,,,,,
783,Richard Powell,18,Unknown,69,,Jameschester,,5/1/2022 5:53,Data Science,110,inactive,0,good,73,7/25/1973 0:00,"Apartment 9, Christinastad district, Tashkent, UZ, 100084","{'hobbies': ['along', 'staff'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 5}, 'soft': ['energy', 'outside']}, 'family': {'siblings': 0, 'income': {'father': 524, 'mother': 1011}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}","['along', 'staff']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]",1,3,5,"['energy', 'outside']",0,524,1011,Tashkent,Christinastad,100084
784,Howard Frank,,Unknown,,9.98603E+11,New Shelia,,3/16/1996 0:00,Data Science,110,inactive,-2,excellent,298,11/19/2008 0:00,UZ 100325 Tashkent Michaelland,"{'hobbies': ['ball', 'suddenly'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 4}, 'soft': ['future', 'out']}, 'family': {'siblings': 0, 'income': {'father': 1069, 'mother': 255}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}","['ball', 'suddenly']","[{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]",3,2,4,"['future', 'out']",0,1069,255,Tashkent,,100325
785,,21,Unknown,59,9.98535E+11,Morrisstad,,4/27/1982 0:00,Data Science,,active,15.5,,147,12/10/2022 23:55,"033 Stewart Lights Suite 397, South Courtneymouth","{'hobbies': ['organization', 'near'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 4}, 'soft': ['share', 'interest']}, 'family': {'siblings': 4, 'income': {'father': 1393, 'mother': 672}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}","['organization', 'near']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]",1,3,4,"['share', 'interest']",4,1393,672,Other,,
786,,20,Female,76,,Jonathanchester,cortezholly@yahoo.com,7/24/2023 4:39,Data Science,61,pending,0,,128,12/27/2022 9:06,"697 Debbie Neck Suite 615, Fosterside","{hobbies:['meet', 'thought']}",,,,,,,,,,Other,,
787,Bradley Schwartz,22,Unknown,92,9.98081E+11,South Jacquelinemouth,jeanette11@smith.com,11/26/1995 0:00,Data Science,,pending,4.5,average,244,7/2/2011 0:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['several', 'practice'], 'skills': {'tech': {'python': 5, 'excel': 5, 'sql': 4}, 'soft': ['strategy', 'hear']}, 'family': {'siblings': 3, 'income': {'father': 757, 'mother': 1335}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}","['several', 'practice']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]",5,5,4,"['strategy', 'hear']",3,757,1335,,,
788,Michelle Jones,,Female,79,9.98059E+11,Anthonyshire,,4/24/2022 4:28,Other,94,inactive,0,,65,6/1/2000 0:00,UZ 100501 Tashkent Ochoahaven,"{""hobbies"": [""nice"", ""last""], ""skills"": {""tech"": {""python"": 5, ""excel"": 3, ""sql"": 5}, ""soft"": [""avoid"", ""include""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 829, ""mother"": 631}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2022}]}","['nice', 'last']","[{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]",5,3,5,"['avoid', 'include']",2,829,631,Tashkent,,100501
789,Bradley Hawkins,22,Female,71,9.98206E+11,East Sarahport,vazquezjessica@gmail.com,4/14/2004 23:11,Other,,active,15.5,excellent,237,1/30/1993 2:39,"3626 Joseph Bridge, Port Rebecca","{hobbies:['responsibility', 'city']}",,,,,,,,,,Other,,
790,Edward Holmes,21,Female,51,,East Deborahview,,10/22/2012 0:00,Other,110,inactive,3.7,average,184,12/9/2016 23:58,"Apartment 2, North Melissafort district, Tashkent, UZ, 100116","{""hobbies"": [""establish"", ""evidence""], ""skills"": {""tech"": {""python"": 1, ""excel"": 5, ""sql"": 4}, ""soft"": [""color"", ""main""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1287, ""mother"": 408}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2022}]}","['establish', 'evidence']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2022}]",1,5,4,"['color', 'main']",2,1287,408,Tashkent,North Melissafort,100116
791,Tyler Burke,20,Unknown,95,,South Jeremy,,6/8/1984 0:00,Python,101,inactive,0,,276,4/26/1976 0:00,"South Michellestad 28-kv, dom 8, Tashkent","{'hobbies': ['out', 'art'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 4}, 'soft': ['affect', 'prepare']}, 'family': {'siblings': 3, 'income': {'father': 558, 'mother': 689}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}","['out', 'art']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]",1,3,4,"['affect', 'prepare']",3,558,689,Tashkent,,
792,,,Female,,9.98898E+11,Danaburgh,,7/29/1982 0:00,Data Science,110,pending,0,excellent,201,1/31/1997 0:00,UZ 100432 Tashkent Angelaberg,"{'hobbies': ['upon', 'education'], 'skills': {'tech': {'python': 5, 'excel': 4, 'sql': 5}, 'soft': ['data', 'technology']}, 'family': {'siblings': 0, 'income': {'father': 1399, 'mother': 1094}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]}","['upon', 'education']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]",5,4,5,"['data', 'technology']",0,1399,1094,Tashkent,,100432
793,Alexander Baird,20,Female,88,,Rickyland,,5/4/1993 8:28,Data Science,,pending,15.5,,92,7/19/2018 0:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['ago', 'the'], 'skills': {'tech': {'python': 2, 'excel': 2, 'sql': 4}, 'soft': ['throughout', 'last']}, 'family': {'siblings': 5, 'income': {'father': 1117, 'mother': 593}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2024}]}","['ago', 'the']","[{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2024}]",2,2,4,"['throughout', 'last']",5,1117,593,,,
794,,18,Male,70,9.98213E+11,West Angelastad,,10/30/1974 12:21,Data Science,,inactive,-2,excellent,236,12/24/1989 0:00,"Apartment 42, New Fernando district, Tashkent, UZ, 100031","{'hobbies': ['avoid', 'happen'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 2}, 'soft': ['choice', 'prove']}, 'family': {'siblings': 3, 'income': {'father': 881, 'mother': 297}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]}","['avoid', 'happen']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]",4,4,2,"['choice', 'prove']",3,881,297,Tashkent,New Fernando,100031
795,,20,Female,,,East Jo,,4/23/2025 0:00,Data Science,,active,4.5,,242,4/3/2020 0:00,"Stephaniebury 3-kv, dom 8, Tashkent","{'hobbies': ['from', 'fall'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 2}, 'soft': ['assume', 'late']}, 'family': {'siblings': 1, 'income': {'father': 454, 'mother': 658}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]}","['from', 'fall']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]",1,2,2,"['assume', 'late']",1,454,658,Tashkent,,
796,,20,Female,90,9.98386E+11,Port John,,6/16/1984 0:00,Data Science,,pending,,good,163,8/30/2021 18:23,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['fact', 'boy'], 'skills': {'tech': {'python': 2, 'excel': 5, 'sql': 5}, 'soft': ['newspaper', 'look']}, 'family': {'siblings': 2, 'income': {'father': 1337, 'mother': 528}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}","['fact', 'boy']","[{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]",2,5,5,"['newspaper', 'look']",2,1337,528,,,
797,Grant Oneill,21,Female,90,,Mcmillanview,,6/17/2023 7:34,Other,109,inactive,,good,84,5/16/2019 1:21,UZ 100895 Tashkent West Jessicaview,"{""hobbies"": [""table"", ""least""], ""skills"": {""tech"": {""python"": 2, ""excel"": 5, ""sql"": 2}, ""soft"": [""believe"", ""stock""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 1214, ""mother"": 592}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2019}]}","['table', 'least']","[{'type': 'laptop', 'brand': 'HP', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]",2,5,2,"['believe', 'stock']",1,1214,592,Tashkent,,100895
798,,19,Female,92,9.98263E+11,Kerrymouth,,7/25/2022 2:09,Other,,inactive,0,excellent,295,12/10/2023 17:59,"01332 Gordon Ford Apt. 639, East Pamelachester","{""hobbies"": [""at"", ""word""], ""skills"": {""tech"": {""python"": 5, ""excel"": 1, ""sql"": 5}, ""soft"": [""occur"", ""training""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 373, ""mother"": 699}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2023}]}","['at', 'word']","[{'type': 'laptop', 'brand': 'HP', 'year': 2021}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]",5,1,5,"['occur', 'training']",0,373,699,Other,,
799,Linda Hernandez,19,Female,61,,New Kylefort,,9/25/2004 4:34,Data Science,,active,3.7,excellent,75,12/31/1977 12:06,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""continue"", ""everybody""], ""skills"": {""tech"": {""python"": 5, ""excel"": 5, ""sql"": 4}, ""soft"": [""others"", ""actually""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 1008, ""mother"": 679}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2022}]}","['continue', 'everybody']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]",5,5,4,"['others', 'actually']",1,1008,679,,,
800,Jeffrey Jones,,Female,71,9.98511E+11,North Lindaton,,8/11/1984 4:13,Data Science,74,inactive,3.7,average,184,2/26/1998 0:00,"West Anthony 17-kv, dom 21, Tashkent","{hobbies:['bad', 'I']}",,,,,,,,,,Tashkent,,
801,,19,Female,76,9.98968E+11,Bakertown,,7/30/1997 15:21,Data Science,64,inactive,4.5,good,77,7/18/1976 0:00,"Apartment 25, New Jerry district, Tashkent, UZ, 100509","{'hobbies': ['middle', 'card'], 'skills': {'tech': {'python': 1, 'excel': 5, 'sql': 5}, 'soft': ['really', 'eye']}, 'family': {'siblings': 5, 'income': {'father': 1041, 'mother': 306}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}","['middle', 'card']","[{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]",1,5,5,"['really', 'eye']",5,1041,306,Tashkent,New Jerry,100509
802,Debra Wade,20,Male,97,9.98078E+11,West Cynthiafurt,,10/28/2025 2:46,Python,,pending,,good,143,9/18/2022 6:48,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['star', 'above'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 5}, 'soft': ['deal', 'each']}, 'family': {'siblings': 5, 'income': {'father': 509, 'mother': 343}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}","['star', 'above']","[{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]",5,2,5,"['deal', 'each']",5,509,343,,,
803,Michael Pacheco,18,Male,90,,Daviesland,,5/19/1972 0:00,Other,85,inactive,0,good,243,4/7/1987 0:00,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,,,,,,,,,,,,
804,Erika Hardy,20,Female,82,9.98958E+11,North Dennis,,8/30/1996 0:00,Data Science,,inactive,3.7,,88,2/24/1993 0:00,UZ 100460 Tashkent Nicholasport,INVALID_JSON_DATA,,,,,,,,,,Tashkent,,100460
805,Lisa Gibson,20,Female,70,,Lake Allisonport,kelleywanda@yahoo.com,1/20/2003 0:00,Data Science,89,active,0,good,187,2/20/2023 10:51,"Kristinabury 6-kv, dom 7, Tashkent","{'hobbies': ['five', 'the'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 4}, 'soft': ['pay', 'attention']}, 'family': {'siblings': 1, 'income': {'father': 987, 'mother': 601}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}","['five', 'the']","[{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]",3,3,4,"['pay', 'attention']",1,987,601,Tashkent,,
806,,19,Female,68,9.98629E+11,South Juliehaven,,5/29/2019 0:00,Data Science,110,inactive,3.7,average,296,1/27/1977 16:13,UZ 100501 Tashkent Jeffreyhaven,"{hobbies:['half', 'season']}",,,,,,,,,,Tashkent,,100501
807,,22,Female,90,9.98946E+11,Port Sarah,kenneth39@anthony.info,1/28/1984 0:00,Data Science,110,inactive,,,113,4/11/2021 7:42,UZ 100749 Tashkent Angieborough,"{'hobbies': ['treatment', 'medical'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 3}, 'soft': ['reach', 'unit']}, 'family': {'siblings': 1, 'income': {'father': 1437, 'mother': 1091}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}","['treatment', 'medical']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]",1,2,3,"['reach', 'unit']",1,1437,1091,Tashkent,,100749
808,Sharon Moore,20,Unknown,90,9.98402E+11,Albertshire,,1/26/2019 0:00,Data Science,,active,-2,excellent,252,12/26/1984 14:43,"Apartment 44, North James district, Tashkent, UZ, 100181","{""hobbies"": [""nothing"", ""machine""], ""skills"": {""tech"": {""python"": 5, ""excel"": 4, ""sql"": 1}, ""soft"": [""night"", ""rather""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1220, ""mother"": 1068}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2018}]}","['nothing', 'machine']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]",5,4,1,"['night', 'rather']",2,1220,1068,Tashkent,North James,100181
809,Amber Kelly,20,Male,,,Port Jerry,,1/1/2017 0:00,Data Science,110,pending,4.03,average,292,9/8/2017 1:33,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['method', 'within'], 'skills': {'tech': {'python': 3, 'excel': 5, 'sql': 1}, 'soft': ['put', 'leg']}, 'family': {'siblings': 4, 'income': {'father': 734, 'mother': 1405}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}","['method', 'within']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]",3,5,1,"['put', 'leg']",4,734,1405,,,
810,Jennifer English,,Male,,,Port Joshua,,9/3/2019 19:30,Other,90,inactive,4.5,,109,11/21/2007 13:42,"Apartment 17, Port Brandi district, Tashkent, UZ, 100041","{""hobbies"": [""property"", ""resource""], ""skills"": {""tech"": {""python"": 2, ""excel"": 3, ""sql"": 5}, ""soft"": [""behavior"", ""situation""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 682, ""mother"": 1487}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2020}]}","['property', 'resource']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]",2,3,5,"['behavior', 'situation']",4,682,1487,Tashkent,Port Brandi,100041
811,Crystal King,18,Unknown,,9.98513E+11,New Taylorchester,jennakeller@yahoo.com,7/3/2022 18:02,Data Science,105,pending,,good,129,12/9/1982 5:21,UZ 100887 Tashkent Port Brendafurt,"{'hobbies': ['suffer', 'fight'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 2}, 'soft': ['head', 'always']}, 'family': {'siblings': 5, 'income': {'father': 1440, 'mother': 1458}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}","['suffer', 'fight']","[{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]",2,1,2,"['head', 'always']",5,1440,1458,Tashkent,,100887
812,,22,Male,90,,Port Brianside,,10/10/2020 17:33,Data Science,,inactive,15.5,average,52,7/6/2005 0:00,"Apartment 14, East Monica district, Tashkent, UZ, 100389","{""hobbies"": [""teacher"", ""tell""], ""skills"": {""tech"": {""python"": 2, ""excel"": 4, ""sql"": 5}, ""soft"": [""research"", ""under""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 357, ""mother"": 805}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2022}]}","['teacher', 'tell']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2022}]",2,4,5,"['research', 'under']",5,357,805,Tashkent,East Monica,100389
813,Aaron Webster,20,Unknown,84,9.98867E+11,West Donna,,9/2/1993 2:08,Python,,pending,3.7,good,203,5/31/2023 14:39,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""rate"", ""she""], ""skills"": {""tech"": {""python"": 3, ""excel"": 3, ""sql"": 1}, ""soft"": [""important"", ""various""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 693, ""mother"": 463}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2021}]}","['rate', 'she']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2023}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]",3,3,1,"['important', 'various']",1,693,463,,,
814,Steven Kelley,20,Female,,,East Amandachester,,5/22/1980 0:00,Python,65,active,4.5,excellent,223,11/20/1982 18:43,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,,,,,,,,,,,,
815,,20,Female,83,9.98416E+11,North Josephfort,chahn@graves.com,1/17/1998 23:19,Data Science,110,active,3.69,average,107,4/15/2023 21:13,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,,,,,,,,,,,,
816,Michelle Rodriguez,18,Female,93,9.98161E+11,West Deanna,,6/14/2010 0:00,Data Science,110,inactive,4.5,excellent,244,9/25/1989 0:00,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,,,,,,,,,,,,
817,Joshua Munoz,20,Female,,9.98908E+11,West Margaretchester,wchan@hotmail.com,1/29/2005 0:00,Other,,active,3.24,average,101,5/28/2021 1:09,"Apartment 48, Williamton district, Tashkent, UZ, 100704",INVALID_JSON_DATA,,,,,,,,,,Tashkent,Williamton,100704
818,Randy Hogan,19,Female,,,New Laura,bennettdonna@moore.info,7/19/1991 13:36,Other,91,active,4.5,average,261,11/8/2021 9:20,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['education', 'police'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 2}, 'soft': ['last', 'year']}, 'family': {'siblings': 5, 'income': {'father': 1262, 'mother': 656}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}","['education', 'police']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]",4,5,2,"['last', 'year']",5,1262,656,,,
819,Thomas Rogers,20,Female,90,9.98745E+11,Sandramouth,,6/13/1970 0:00,Other,,pending,4.5,good,85,11/10/1995 0:00,"Christineview 27-kv, dom 19, Tashkent","{'hobbies': ['leave', 'address'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 5}, 'soft': ['attack', 'surface']}, 'family': {'siblings': 0, 'income': {'father': 609, 'mother': 212}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}","['leave', 'address']","[{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]",4,2,5,"['attack', 'surface']",0,609,212,Tashkent,,
820,,20,Female,82,9.98493E+11,Scotthaven,,1/14/2022 3:06,Data Science,110,inactive,4,excellent,234,6/6/1972 8:39,"Apartment 19, Larryland district, Tashkent, UZ, 100863","{hobbies:['old', 'into']}",,,,,,,,,,Tashkent,Larryland,100863
821,,,Female,80,,East Melissa,tuckerjeremy@giles.net,11/5/1991 0:00,Data Science,113,active,0,average,208,11/22/1995 0:00,"156 Mack Ports, Floresbury","{hobbies:['news', 'economic']}",,,,,,,,,,Other,,
822,Sandra Allen,,Female,90,9.98453E+11,New Joseph,,4/6/2021 2:48,Python,,inactive,15.5,excellent,258,12/2/2022 17:50,"West Mark 17-kv, dom 41, Tashkent","{hobbies:['trade', 'customer']}",,,,,,,,,,Tashkent,,
823,Grace Russell,20,Female,95,,North James,kellyromero@mccoy.biz,7/17/2009 0:00,Data Science,110,pending,3.7,good,250,11/12/1977 0:00,"0473 Hess Dam Suite 547, South Charles","{hobbies:['already', 'return']}",,,,,,,,,,Other,,
824,,,Male,,,Port Nathan,,7/29/2011 13:34,Data Science,,inactive,4.5,excellent,158,10/11/2023 21:43,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['Republican', 'dark'], 'skills': {'tech': {'python': 3, 'excel': 5, 'sql': 5}, 'soft': ['each', 'focus']}, 'family': {'siblings': 5, 'income': {'father': 625, 'mother': 1472}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2024}]}","['Republican', 'dark']","[{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2024}]",3,5,5,"['each', 'focus']",5,625,1472,,,
825,Elizabeth Hawkins,22,Female,90,,East Alicia,,4/20/2015 0:00,Other,,active,4.5,average,239,12/25/1974 0:00,"Lake Annafurt 16-kv, dom 40, Tashkent","{hobbies:['market', 'administration']}",,,,,,,,,,Tashkent,,
826,,21,Male,90,,Youngmouth,,11/20/1980 0:00,Other,,inactive,15.5,,270,5/20/1991 0:00,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,,,,,,,,,,,,
827,Douglas Matthews,19,Female,,9.98681E+11,Lake Donnaland,kevin36@yahoo.com,9/26/1984 10:03,Other,103,active,1.59,,229,2/16/1991 4:17,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['both', 'believe'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 2}, 'soft': ['the', 'culture']}, 'family': {'siblings': 3, 'income': {'father': 924, 'mother': 769}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}","['both', 'believe']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]",4,5,2,"['the', 'culture']",3,924,769,,,
828,Christian Butler,22,Male,71,,Lake Christophermouth,,9/20/2000 5:52,Data Science,110,active,-2,excellent,299,6/15/1975 0:00,UZ 100216 Tashkent Johnchester,"{'hobbies': ['next', 'improve'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 1}, 'soft': ['organization', 'catch']}, 'family': {'siblings': 5, 'income': {'father': 356, 'mother': 313}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2018}, {'type': 'phone', 'brand': 'Apple', 'year': 2022}]}","['next', 'improve']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2018}, {'type': 'phone', 'brand': 'Apple', 'year': 2022}]",1,2,1,"['organization', 'catch']",5,356,313,Tashkent,,100216
